qoss qsim qoss1 qsim1 qoss2 qsim2
7.335 11.15576 7.335 13.63739 7.335 7.752057
7.32 10.66144 7.32 12.77006 7.32 7.208006
7.243 10.24332 7.243 12.04589 7.243 6.759127
7.516 9.765164 7.516 11.24366 7.516 6.381045
7.741 9.616259 7.741 10.91967 7.741 6.062003
15.649 31.68674 15.649 35.29984 15.649 19.84242
12.112 23.14934 12.112 18.00641 12.112 12.65196
11.934 29.38572 11.934 28.45972 11.934 15.84807
10.858 23.63358 10.858 19.93517 10.858 14.22818
54.437 17.58122 54.437 15.31588 54.437 12.33753
88.354 114.7013 88.354 127.1785 88.354 94.10963
28.239 75.68311 28.239 49.93113 28.239 39.95213
20.288 39.18659 20.288 25.13783 20.288 26.00774
17.332 21.69653 17.332 19.02534 17.332 19.03237
16.263 15.67938 16.263 17.99857 16.263 15.61053
15.732 13.29832 15.732 16.73277 15.732 13.09921
13.916 13.83142 13.916 17.37891 13.916 11.93447
11.8 12.36949 11.8 15.11754 11.8 10.49593
10.571 11.74686 10.571 14.50069 10.571 9.544568
9.782 11.48117 9.782 13.98427 9.782 8.818952
8.913 10.44609 8.913 12.50292 8.913 8.056976
9.518 17.46905 9.518 20.40965 9.518 9.243879
9.64 20.10167 9.64 20.63169 9.64 10.00532
9.114 14.83833 9.114 13.717 9.114 9.036706
9.031 14.89839 9.031 15.54325 9.031 9.021549
19.57 45.64991 19.57 50.0771 19.57 22.62976
16.035 31.64148 16.035 23.64803 16.035 15.74919
12.543 22.89514 12.543 19.3654 12.543 14.21492
10.874 21.18943 10.874 20.67531 10.874 13.76034
10.367 15.04404 10.367 14.22825 10.367 11.56086
9.543 11.03077 9.543 11.67469 9.543 10.01004
8.284 9.141314 8.284 10.63809 8.284 8.873326
8.146 8.263532 8.146 9.943203 8.146 8.00394
8.131 7.787534 8.131 9.362059 8.131 7.315729
8.428 7.414309 8.428 8.779415 8.428 6.758508
8.375 7.116787 8.375 8.279123 8.375 6.297788
8.351 6.808323 8.351 7.756808 8.351 5.90952
8.042 6.517119 8.042 7.28153 8.042 5.577542
7.767 6.244037 7.767 6.840439 7.767 5.289304
7.024 5.985221 7.024 6.427065 7.024 5.0372
6.35 5.738192 6.35 6.038829 6.35 4.814426
6.104 5.501702 6.104 5.674067 6.104 4.615957
6.189 5.275061 6.189 5.33134 6.189 4.437457
6.384 5.079704 6.384 5.038768 6.384 4.276834
18.996 20.0158 18.996 23.81964 18.996 19.34854
22.124 47.68747 22.124 46.04686 22.124 23.83243
15.79 30.1739 15.79 18.51031 15.79 16.78269
13.292 15.90843 13.292 10.02972 13.292 13.16775
11.756 9.395881 11.756 8.021594 11.756 10.8359
11.063 6.910117 11.063 7.318534 11.063 9.224177
10.628 5.960096 10.628 6.846105 10.628 8.053552
9.509 5.519336 9.509 6.428665 9.509 7.169261
8.717 5.263941 8.717 6.073947 8.717 6.480325
8.329 5.041876 8.329 5.709586 8.329 5.930526
7.796 4.920723 7.796 5.481379 7.796 5.482951
7.626 5.616723 7.626 6.30189 7.626 5.24046
6.585 5.066597 6.585 5.175633 6.585 4.912305
6.517 4.590646 6.517 4.686427 6.517 4.631607
8.179 7.98877 8.179 9.245317 8.179 5.826743
7.303 7.746688 7.303 7.4613 7.303 5.960357
6.673 7.063177 6.673 6.689779 6.673 6.074482
8.025 7.548227 8.025 7.55215 8.025 6.540583
11.65 24.07095 11.65 23.67837 11.65 13.26138
9.198 29.23702 9.198 25.20332 9.198 12.86416
9.794 19.51353 9.794 13.4279 9.794 10.88185
10.044 10.9042 10.044 7.714695 10.044 9.184516
9.728 6.773542 9.728 6.171647 9.728 7.957821
9.612 5.137004 9.612 5.618712 9.612 7.035526
8.875 4.486763 8.875 5.253209 8.875 6.321152
8.287 4.192697 8.287 4.959914 8.287 5.755885
7.945 3.976489 7.945 4.643263 7.945 5.300952
7.299 3.796006 7.299 4.357587 7.299 4.930507
6.283 3.63391 6.283 4.093396 6.283 4.624186
7.682 6.354842 7.682 7.575044 7.682 5.492146
7.2 13.62401 7.2 14.76768 7.2 9.531208
6.292 20.28278 6.292 18.47891 6.292 9.559408
6.723 24.03171 6.723 21.24752 6.723 10.44105
8.016 15.40315 8.016 10.8778 8.016 8.854617
9.631 8.722347 9.631 6.70656 9.631 7.680166
11.156 5.63754 11.156 5.572331 11.156 6.792158
10.815 4.423055 10.815 5.117069 10.815 6.099656
9.852 3.927856 9.852 4.791052 9.852 5.544083
8.951 3.691163 8.951 4.522162 8.951 5.091596
8.861 5.818409 8.861 7.264702 8.861 5.218665
8.727 4.819214 8.727 4.988134 8.727 4.823927
8.079 3.908251 8.079 4.163144 8.079 4.48684
16.816 30.43969 16.816 33.38066 16.816 19.81068
16.462 21.61314 16.462 15.04313 16.462 11.12667
11.011 11.81751 11.011 7.917069 11.011 9.228662
9.47 9.962772 9.47 9.874641 9.47 8.876506
9.642 11.6984 9.642 12.29762 9.642 9.285735
47.298 70.60172 47.298 77.29763 47.298 34.21903
75.542 113.3026 75.542 105.9912 75.542 65.07496
43.434 97.33646 43.434 75.58745 43.434 55.16922
29.643 72.35143 29.643 55.89726 29.643 44.86899
24.687 45.01206 24.687 35.46598 24.687 30.49917
115.328 114.8909 115.328 124.592 115.328 103.7592
56.286 76.44446 56.286 57.3081 56.286 45.78129
40.573 55.57202 40.573 49.26237 40.573 38.31348
31.01 41.50069 31.01 41.23338 31.01 30.24592
28.753 43.50793 28.753 48.22374 28.753 30.53205
24.258 29.11479 24.258 30.87427 24.258 21.42581
21.011 19.6436 21.011 24.87236 21.011 16.41149
18.582 15.3492 18.582 22.60499 18.582 13.31141
16.562 13.50549 16.562 21.12264 16.562 11.22029
14.048 12.5718 14.048 19.83075 14.048 9.715145
12.826 11.9445 12.826 18.63087 12.826 8.578592
11.288 11.42232 11.288 17.50528 11.288 7.692291
17.144 26.06614 17.144 35.85434 17.144 27.22462
26.768 54.20117 26.768 57.51513 26.768 37.08328
28.297 37.61407 28.297 30.75622 28.297 23.97093
34.569 55.66187 34.569 57.88254 34.569 35.14625
28.267 49.26295 28.267 44.74273 28.267 30.48274
21.947 30.6272 21.947 26.62167 21.947 21.13955
20.82 34.06626 20.82 37.0302 20.82 25.02896
19.868 29.15519 19.868 30.01284 19.868 20.63816
16.201 19.9599 16.201 21.17635 16.201 15.81615
13.601 14.82003 13.601 18.26552 13.601 12.79156
11.776 13.1655 11.776 17.73443 11.776 10.74874
11.559 11.7553 11.559 15.99915 11.559 9.265917
10.864 10.834 10.864 14.83822 10.864 8.139381
9.516 10.21857 9.516 13.90571 9.516 7.253102
8.857 9.741173 8.857 13.06021 8.857 6.535807
8.124 9.322743 8.124 12.27058 8.124 5.940898
7.061 8.933841 7.061 11.52931 7.061 5.440046
6.312 8.564536 6.312 10.8329 6.312 5.014869
5.852 8.222825 5.852 10.19493 5.852 4.65286
5.798 7.880376 5.798 9.569233 5.798 4.34365
5.824 8.178172 5.824 9.896668 5.824 4.084013
5.511 7.637213 5.511 8.74851 5.511 3.855661
5.124 7.120758 5.124 8.049382 5.124 3.650321
4.65 7.283423 4.65 8.339359 4.65 3.46893
4.339 6.771728 4.339 7.341383 4.339 3.303939
4.159 6.305252 4.159 6.745433 4.159 3.153375
5.639 13.53316 5.639 17.35315 5.639 10.26176
6.764 14.10185 6.764 14.71213 6.764 7.708863
6.478 13.03018 6.478 13.00362 6.478 8.13937
5.857 12.15942 5.857 12.31504 5.857 8.199088
4.362 9.366681 4.362 8.899199 4.362 7.053267
11.032 20.06566 11.032 23.98768 11.032 21.06206
9.188 14.41888 9.188 12.24744 9.188 13.03516
6.067 9.19952 6.067 8.007147 6.067 10.40539
5.373 6.920348 5.373 7.164543 5.373 8.614674
4.652 5.861651 4.652 6.546298 4.652 7.323555
3.895 5.257477 3.895 5.999465 3.895 6.348705
3.313 4.899004 3.313 5.600337 3.313 5.588418
2.996 4.64887 2.996 5.255646 2.996 4.98039
3.161 4.442405 3.161 4.937239 3.161 4.484614
3.814 6.04556 3.814 7.183007 3.814 4.087116
5.337 11.16263 5.337 13.5182 5.337 6.677384
3.622 8.206924 3.622 7.199367 3.622 5.195686
3.441 6.063729 3.441 5.635979 3.441 4.645698
6.517 10.09815 6.517 12.12947 6.517 6.513867
8.997 15.24583 8.997 17.08023 8.997 11.12342
6.317 14.69877 6.317 14.11108 6.317 10.62612
4.624 9.369232 4.624 7.682887 4.624 8.682748
4.069 6.614688 4.069 6.403188 4.069 7.297535
3.825 6.854057 3.825 7.758349 3.825 6.409739
3.324 5.345274 3.324 5.605166 3.324 5.612628
2.896 4.291697 2.896 4.768386 2.896 4.985777
2.952 3.759409 2.952 4.387336 2.952 4.481713
3.231 3.480179 3.231 4.108041 3.231 4.067999
2.948 3.297931 2.948 3.857941 2.948 3.722757
2.538 3.150779 2.538 3.624661 2.538 3.431184
2.114 3.017877 2.114 3.405692 2.114 3.182442
2.047 2.892746 2.047 3.199977 2.047 2.968229
1.923 2.773386 1.923 3.006691 1.923 2.782116
1.666 2.659104 1.666 2.82508 1.666 2.619171
1.404 2.54957 1.404 2.654439 1.404 2.475597
1.306 2.444557 1.306 2.494105 1.306 2.34845
1.233 2.343872 1.233 2.343455 1.233 2.235268
1.203 2.247334 1.203 2.201905 1.203 2.134127
1.206 2.154773 1.206 2.068905 1.206 2.043397
1.177 2.521787 1.177 2.654467 1.177 1.962572
1.206 2.270564 1.206 2.064148 1.206 1.889882
1.435 2.030514 1.435 1.806039 1.435 1.836533
1.312 1.878817 1.312 1.671691 1.312 1.856603
1.181 1.776724 1.181 1.566812 1.181 1.876635
1.076 1.695657 1.076 1.471634 1.076 1.896877
1.116 3.425491 1.116 4.306693 1.116 2.402446
1.111 3.020839 1.111 2.792988 1.111 1.885198
1.288 2.213519 1.288 1.762963 1.288 1.901163
1.332 2.2328 1.332 2.241311 1.332 1.923207
1.234 1.83941 1.234 1.59606 1.234 1.942616
1.251 1.560026 1.251 1.34706 1.251 1.961238
1.417 1.409001 1.417 1.237087 1.417 1.979511
1.473 5.336594 1.473 7.705985 1.473 3.972934
1.404 3.808849 1.404 3.277318 1.404 1.917422
1.363 2.35804 1.363 1.849638 1.363 1.840627
1.321 1.660394 1.321 1.505121 1.321 1.824683
1.226 1.700541 1.226 1.911408 1.226 1.851109
1.052 1.455379 1.052 1.46832 1.052 1.876092
1.008 1.269972 1.008 1.278865 1.008 1.90032
0.89 1.16319 0.89 1.182586 0.89 1.923778
0.829 1.309328 0.829 1.469473 0.829 1.946639
0.715 1.295419 0.715 1.357931 0.715 1.968261
0.662 2.289822 0.662 3.058197 0.662 1.990277
0.635 1.752658 0.635 1.632252 0.635 2.009159
0.684 1.280164 0.684 1.154953 0.684 2.027009
0.678 1.536251 0.678 1.863307 0.678 2.04455
0.582 1.250443 0.582 1.229232 0.582 2.060402
0.603 1.019431 0.603 0.9918028 0.603 2.075209
0.557 1.019394 0.557 1.116087 0.557 2.089167
0.533 0.9197009 0.533 0.9321104 0.533 2.102139
0.485 1.6114 0.485 2.211098 0.485 2.114784
0.494 1.272782 0.494 1.234808 0.494 2.125931
0.543 0.9587607 0.543 0.8928422 0.543 2.136379
0.52 0.7982329 0.52 0.7877789 0.52 2.14613
0.558 1.126803 0.558 1.466673 0.558 2.155443
0.491 0.935322 0.491 0.9325324 0.491 2.163807
0.466 1.16491 0.466 1.470877 0.466 2.171718
0.426 0.9250837 0.426 0.9124863 0.426 2.178841
0.439 0.7352684 0.439 0.7157328 0.439 2.185443
0.434 0.6377675 0.434 0.6458944 0.434 2.191568
0.448 0.5875857 0.448 0.602782 0.448 2.19727
0.42 0.5669041 0.42 0.5867157 0.42 2.202576
0.433 0.5377664 0.433 0.5385518 0.433 2.207497
0.421 0.5114449 0.421 0.5020869 0.421 2.212056
0.401 0.5838938 0.401 0.6550586 0.401 2.216288
0.406 0.5283797 0.406 0.504001 0.406 2.220182
0.471 1.610574 0.471 2.619655 0.471 2.342221
0.473 1.463626 0.473 1.704148 0.473 2.204816
0.459 1.660822 0.459 2.205785 0.459 2.229607
0.451 1.492674 0.451 1.812506 0.451 2.209144
0.458 0.9612058 0.458 0.9634059 0.458 2.213418
0.435 0.6479539 0.435 0.7118065 0.435 2.21758
0.432 0.5108593 0.432 0.634136 0.432 2.221416
0.438 0.4523025 0.438 0.5906136 0.438 2.224959
0.478 0.422149 0.478 0.55423 0.478 2.228221
0.443 0.40145 0.443 0.5206632 0.443 2.231226
0.439 0.5212008 0.439 0.7539941 0.439 2.234017
0.42 0.5396324 0.42 0.7114301 0.42 2.236578
0.508 0.4459165 0.508 0.5199583 0.508 2.238916
0.473 0.3798798 0.473 0.4484871 0.473 2.241059
0.455 0.3441727 0.455 0.4141395 0.455 2.243031
0.456 0.3230405 0.456 0.3880265 0.456 2.244839
0.446 0.3075727 0.446 0.3644392 0.446 2.246498
0.457 0.2942783 0.457 0.3424072 0.457 2.248025
0.511 1.947299 0.511 3.543198 0.511 2.493554
0.442 3.787572 0.442 5.839313 0.442 2.712362
0.432 2.307912 0.432 2.194796 0.432 2.114988
0.432 1.247109 0.432 1.236573 0.432 2.121674
0.449 0.7163365 0.449 0.9110267 0.449 2.133346
0.476 0.4977793 0.476 0.7984107 0.476 2.144086
0.399 0.4130018 0.399 0.7400826 0.399 2.15398
0.494 3.945979 0.494 6.797824 0.494 3.158757
0.443 4.240912 0.443 5.295103 0.443 2.494476
0.466 3.558866 0.466 4.078142 0.466 2.287882
0.441 2.583517 0.441 2.950032 0.441 2.005279
0.435 1.481301 0.435 1.754901 0.435 1.929532
0.433 1.975689 0.433 3.02618 0.433 2.201806
0.429 1.405513 0.429 1.893193 0.429 1.943025
0.484 0.9150602 0.484 1.407315 0.484 1.964615
0.471 0.6768693 0.471 1.245618 0.471 1.987422
0.412 0.6011157 0.412 1.196862 0.412 2.008676
0.49 0.5615437 0.49 1.125275 0.49 2.028433
0.457 0.5178777 0.457 1.034019 0.457 2.046758
0.44 0.4854031 0.44 0.9652632 0.44 2.063722
0.496 1.493506 0.496 2.503618 0.496 2.304145
1.707 5.490897 1.707 7.860984 1.707 3.794005
16.234 10.07285 16.234 12.0366 16.234 5.346611
12.233 15.43288 12.233 16.19831 12.233 8.637686
4.911 10.26316 4.911 7.885392 4.911 5.001071
2.665 5.126215 2.665 3.95583 2.665 4.374365
14.936 13.49121 14.936 14.78753 14.936 11.85376
8.587 11.25525 8.587 9.343348 8.587 8.527791
5.505 7.29702 5.505 6.033526 5.505 7.303675
4.813 5.664807 4.813 5.638582 4.813 6.65021
9.299 8.648651 9.299 8.898169 9.299 7.988414
29.275 21.91096 29.275 18.98796 29.275 21.64852
26.939 28.31068 26.939 18.30148 26.939 24.98191
14.702 30.87757 14.702 13.29334 14.702 22.70574
12.281 25.25928 12.281 9.673118 12.281 18.00236
9.766 19.2428 9.766 8.258199 9.766 14.63015
7.178 10.92787 7.178 5.809506 7.178 11.30036
5.589 6.517567 5.589 4.993741 5.589 9.130083
4.7 4.657704 4.7 4.584169 4.7 7.62899
3.813 3.917791 3.813 4.288325 3.813 6.541164
3.271 3.557317 3.271 4.008112 3.271 5.722344
3.252 3.360383 3.252 3.773056 3.252 5.088206
3.065 3.213991 3.065 3.550765 3.065 4.58501
32.254 3.310856 32.254 3.520159 32.254 4.178834
120.52 137.8245 120.52 44.09717 120.52 78.21239
69.36 166.5314 69.36 43.56263 69.36 92.10029
27.109 91.2792 27.109 17.13432 27.109 40.3458
17.95 42.25396 17.95 9.497328 17.95 24.86838
14.754 21.55935 14.754 7.777364 14.754 17.63212
12.257 14.66511 12.257 7.751274 12.257 13.55155
10.72 12.17664 10.72 7.270676 10.72 10.97442
22.774 41.31328 22.774 25.72046 22.774 27.5381
15.191 29.39079 15.191 12.43957 15.191 17.49801
11.614 18.19839 11.614 8.011759 11.614 13.50248
9.375 12.84588 9.375 6.855537 9.375 10.95889
8.39 10.99019 8.39 6.761874 8.39 9.226187
7.128 9.908384 7.128 6.100825 7.128 7.978989
6.554 9.427884 6.554 5.894574 6.554 7.048563
6.67 13.41324 6.67 11.04722 6.67 8.495056
6.873 12.48257 6.873 8.352259 6.873 7.545516
40.466 80.55546 40.466 79.57867 40.466 47.57744
53.525 99.48318 53.525 81.8047 53.525 53.65909
27.584 57.3966 27.584 31.41366 27.584 30.42245
19.529 29.68528 19.529 17.28092 19.529 20.74197
15.252 17.66882 15.252 13.87311 15.252 15.62066
12.649 13.20245 12.649 12.70915 12.649 12.51342
11.549 11.58082 11.549 12.00938 11.549 10.45505
40.419 73.98864 40.419 82.57263 40.419 51.37025
28.734 51.26862 28.734 35.48451 28.734 26.72515
21.071 28.4607 21.071 19.23321 21.071 19.01651
16.827 17.55532 16.827 15.35803 16.827 14.7181
25.097 46.99477 25.097 52.00975 25.097 29.25859
20.179 33.2397 20.179 26.08757 20.179 19.58285
15.588 20.89231 15.588 17.54159 15.588 15.10905
13.622 14.79331 13.622 14.94147 13.622 12.3295
12.139 12.24614 12.139 13.78712 12.139 10.46172
10.748 11.08514 10.748 12.88735 10.748 9.163729
9.8 10.40627 9.8 12.07687 9.8 8.190772
8.896 10.47764 8.896 12.054 8.896 7.757226
7.817 10.21499 7.817 11.35969 7.817 7.297199
8.519 10.13933 8.519 11.06618 8.519 6.990163
8.873 10.19186 8.873 10.87818 8.873 6.751014
8.607 15.64132 8.607 16.34246 8.607 7.727666
8.49 16.76689 8.49 15.7453 8.49 7.950242
7.809 16.14795 7.809 14.71475 7.809 8.03756
7.833 13.53821 7.833 12.00079 7.833 7.656951
7.399 12.2054 7.399 11.36216 7.399 7.27491
11.856 28.22552 11.856 29.81574 11.856 11.37306
11.931 25.75012 11.931 21.44139 11.931 11.03723
10.509 24.21694 10.509 20.99555 10.509 11.4874
16.317 46.56437 16.317 47.05 16.317 21.40999
22.006 37.90412 22.006 29.82856 22.006 18.49359
16.126 23.73907 16.126 17.68708 16.126 15.18519
13.709 16.26072 13.709 14.53106 13.709 12.90497
11.643 12.7495 11.643 13.03194 11.643 11.17656
10.012 11.22084 10.012 12.24122 10.012 9.931098
9.479 10.25369 9.479 11.38098 9.479 8.918511
8.723 11.30998 8.723 12.62927 8.723 8.433047
8.14 12.95024 8.14 13.86148 8.14 8.28724
7.437 10.91975 7.437 10.86944 7.437 7.575472
6.927 12.60292 6.927 13.26256 6.927 7.64461
6.821 11.65712 6.821 11.46805 6.821 7.307236
6.5 9.030317 6.5 8.735962 6.5 6.709758
6.505 7.476873 6.505 7.767026 6.505 6.222625
6.847 6.625796 6.847 7.133968 6.847 5.820869
6.986 6.138659 6.986 6.655899 6.986 5.485264
7.204 5.865253 7.204 6.312608 7.204 5.201822
30.798 70.38309 30.798 79.05989 30.798 38.40095
34.512 63.51939 34.512 49.21601 34.512 28.11847
21.452 35.22103 21.452 21.61371 21.452 20.07426
15.392 19.49073 15.392 14.86956 15.392 15.71711
14.935 13.85865 14.935 14.02557 14.935 13.14249
12.567 13.68004 12.567 15.45021 12.567 12.0008
11.769 15.51224 11.769 17.25289 11.769 11.4444
10.546 21.17135 10.546 22.78887 10.546 12.34658
9.479 15.5658 9.479 14.44339 9.479 10.56154
8.606 10.69484 8.606 10.88482 8.606 9.17569
8.913 8.332058 8.913 9.717375 8.913 8.151476
8.781 7.422821 8.781 9.211017 8.781 7.36854
8.781 7.452297 8.781 9.293906 8.781 6.793899
8.7 9.045734 8.7 10.95368 8.7 7.090996
8.706 7.762795 8.706 8.552527 8.706 6.533327
8.322 6.65395 8.322 7.517989 8.322 6.069962
7.857 6.040032 7.857 6.992643 7.857 5.684112
7.697 5.669453 7.697 6.562917 7.697 5.359487
8.256 5.365572 8.256 6.130697 8.256 5.083317
10.43 7.200534 10.43 8.393948 10.43 5.535074
18.003 9.937938 18.003 10.85511 18.003 6.638292
68.866 98.0948 68.866 108.0482 68.866 57.43533
55.147 103.875 55.147 85.23711 55.147 55.56403
37.936 63.87874 37.936 41.2553 37.936 36.21041
30.471 47.21709 30.471 38.67543 30.471 32.34935
24.474 36.32354 24.474 32.79219 24.474 26.60517
21.708 38.19719 21.708 38.81933 21.708 27.03086
20.51 29.39117 20.51 28.19324 20.51 21.54715
19.644 19.06587 19.644 19.65817 19.644 16.41815
18.506 13.47301 18.506 16.67628 18.506 13.28347
17.441 10.9824 17.441 15.27708 17.441 11.20429
15.881 9.865589 15.881 14.28896 15.881 9.738346
14.783 9.259733 14.783 13.42756 14.783 8.657605
13.628 8.823896 13.628 12.62272 13.628 7.833056
12.78 8.47077 12.78 11.89577 12.78 7.18667
11.392 8.090853 11.392 11.13687 11.392 6.667056
10.828 7.795448 10.828 10.52846 10.828 6.242721
11.283 19.80601 11.283 23.67466 11.283 12.75569
13.03 20.93288 13.03 20.59764 13.03 11.30013
11.12 19.84806 11.12 19.10596 11.12 11.2587
10.032 13.48943 10.032 12.38263 10.032 9.739056
8.924 9.603959 8.924 10.16356 8.924 8.629361
8.478 7.909555 8.478 9.362088 8.478 7.814747
8.102 7.326362 8.102 8.981058 8.102 7.233763
7.873 12.45414 7.873 14.63621 7.873 7.655494
7.51 12.57358 7.51 12.77335 7.51 7.413094
7.853 9.287242 7.853 8.961791 7.853 6.79698
7.755 7.223978 7.755 7.689784 7.755 6.297937
7.806 6.219656 7.806 7.074313 7.806 5.888844
12.363 32.45162 12.363 36.81682 12.363 15.68426
23.148 30.77539 23.148 25.79006 23.148 12.99806
187.955 180.8704 187.955 196.6993 187.955 176.7092
59.129 133.7889 59.129 92.92052 59.129 73.60379
35.911 72.10551 35.911 44.7001 35.911 41.59973
27.122 42.00235 27.122 34.53874 27.122 30.32626
22.27 31.56515 22.27 33.25594 22.27 25.17977
18.976 22.21083 18.976 25.72952 18.976 19.17832
16.867 17.55728 16.867 23.10093 16.867 15.73895
15.56 21.92935 15.56 28.9322 15.56 15.84939
14.142 21.24483 14.142 25.94688 14.142 14.51266
13.175 21.60304 13.175 26.11476 13.175 13.7999
14.001 16.64984 14.001 19.95497 14.001 11.7547
16.582 13.71594 16.582 17.96205 16.582 10.30002
31.488 13.41443 31.488 18.19847 31.488 9.8516
45.964 60.12278 45.964 70.16467 45.964 37.33723
26.896 47.50273 26.896 39.61692 26.896 25.06394
27.198 57.31527 27.198 56.16847 27.198 35.51258
26.545 44.82569 26.545 39.16563 26.545 29.06519
22.448 27.96449 22.448 25.03363 22.448 20.78249
20.693 18.16905 20.693 19.84651 20.693 16.17742
18.745 13.81564 18.745 17.8299 18.745 13.30081
17.531 12.01816 17.531 16.65108 17.531 11.3506
17.647 11.11826 17.647 15.60097 17.647 9.948841
20.347 11.44668 20.347 15.81611 20.347 9.064635
78.892 88.09387 78.892 101.4404 78.892 71.14444
64.763 99.2338 64.763 87.60493 64.763 67.7107
47.686 81.32355 47.686 65.77997 47.686 56.77998
35.761 57.83515 35.761 47.424 35.761 41.71854
30.319 49.90622 30.319 47.50334 30.319 37.40856
30.097 47.77327 30.097 47.94598 30.097 35.23572
30.772 31.08111 30.772 29.79363 30.772 24.01982
29.483 20.83594 29.483 23.90667 29.483 18.17103
28.305 16.19359 28.305 21.60035 28.305 14.66307
26.67 14.2007 26.67 20.1506 26.67 12.34322
23.91 13.1996 23.91 18.91219 23.91 10.70015
22.446 12.53442 22.446 17.767 22.446 9.481476
20.578 12.0168 20.578 16.73628 20.578 8.560599
18.469 11.65256 18.469 15.89845 18.469 7.972923
15.794 11.44105 15.794 15.24596 15.794 7.621038
14.047 12.06073 14.047 15.66907 14.047 7.809102
12.597 11.02911 12.597 13.63672 12.597 7.231219
12.633 10.45656 12.633 12.93726 12.633 6.757297
12.794 17.23152 12.794 21.44347 12.794 13.43696
11.157 13.96626 11.157 14.30804 11.157 10.23092
10.622 10.87763 10.622 11.57372 10.622 8.98761
12.476 16.65252 12.476 19.40077 12.476 12.75031
31.133 58.9529 31.133 62.10759 31.133 35.63636
37.706 66.34493 37.706 57.51249 37.706 37.44387
27.182 44.95081 27.182 32.6609 27.182 27.52045
22.175 25.18684 22.175 19.0338 22.175 19.66286
19.456 15.67016 19.456 15.38633 19.456 15.25799
17.498 11.79231 17.498 13.92479 17.498 12.48041
15.876 10.23212 15.876 12.992 15.876 10.58336
14.455 9.483914 14.455 12.19355 14.455 9.210493
13.297 8.999865 13.297 11.45517 13.297 8.172575
12.651 8.603649 12.651 10.76301 12.651 7.358573
12.52 9.166783 12.52 11.34703 12.52 6.717444
12.215 8.488669 12.215 9.914781 12.215 6.189817
17.186 19.49865 17.186 24.19845 17.186 18.60944
27.746 51.88765 27.746 52.6801 27.746 34.34988
28.129 50.08715 28.129 41.20014 28.129 29.47932
22.615 29.19871 22.615 19.88476 22.615 20.42584
19.281 17.23457 19.281 14.51711 19.281 15.49542
29.748 53.80114 29.748 59.76548 29.748 38.018
29.499 37.73436 29.499 29.04011 29.499 23.30492
22.194 21.6279 22.194 17.26331 22.194 17.20158
45.453 56.76335 45.453 62.55378 45.453 40.13181
54.991 70.90589 54.991 66.38391 54.991 46.362
54.317 83.82186 54.317 77.19845 54.317 59.87495
39.284 56.39504 39.284 43.12509 39.284 37.73655
66.264 91.33888 66.264 93.44257 66.264 78.24316
52.941 66.32164 52.941 53.6108 52.941 44.49307
40.406 44.87324 40.406 39.41139 40.406 32.10187
32.609 28.98623 32.609 29.40516 32.609 22.38574
27.669 19.94003 27.669 24.18647 27.669 17.16273
24.736 19.53454 24.736 26.53033 24.736 16.28206
20.971 16.88816 20.971 22.61244 20.971 13.41621
20.149 17.15126 20.149 23.33023 20.149 12.55683
22.32 30.54838 22.32 36.34628 22.32 19.07932
19.441 23.22397 19.441 23.58717 19.441 15.14253
18.342 16.90428 18.342 19.08739 18.342 12.52299
18.017 13.54547 18.017 17.0864 18.017 10.68946
15.599 11.97273 15.599 15.89196 15.599 9.324558
13.695 11.24563 13.695 15.04209 13.695 8.26775
13.12 13.40115 13.12 17.75004 13.12 7.970961
12.612 12.82587 12.612 15.66192 12.612 7.225511
15.798 20.60612 15.798 25.74666 15.798 15.98694
15.088 20.71295 15.088 22.24931 15.088 14.14094
13.116 15.00799 13.116 14.91791 13.116 11.59165
21.642 18.27746 21.642 21.08243 21.642 14.4026
17.011 20.35129 17.011 21.79601 17.011 15.35675
13.575 14.79474 13.575 14.25486 13.575 12.3598
